step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
132,TRANSFER,786.87,C841415193,35897.63,35110.76,C557962472,57795.86,58582.73,0,0
421,PAYMENT,3409.09,C228805097,27542.01,24132.92,M507929048,33493.28,36902.37,0,0
385,TRANSFER,1157.81,C869701597,39176.95,38019.14,C404362950,98134.35,99292.16,0,0
198,CASH_OUT,2476.17,C686909968,45847.77,43371.6,C765874829,6799.97,9276.14,0,0
47,PAYMENT,1685.32,C740622684,8610.91,6925.59,M491467940,25210.94,26896.26,0,0
740,DEBIT,2112.94,C567728955,2658.3,545.36,C344644146,38150.36,40263.3,0,0
203,TRANSFER,1142.8,C966303447,23426.79,22283.99,C846372759,83222.55,84365.35,0,0
261,PAYMENT,688.66,C916561550,8317.99,7629.33,M298025270,60161.72,60850.38,0,0
690,CASH_OUT,159.0,C508747036,13804.61,13645.61,C526615320,24702.25,24861.25,0,0
24,TRANSFER,481.3,C488018904,38961.66,38480.36,C161930741,43250.65,43731.95,0,0
687,CASH_OUT,478.67,C218318217,41543.51,41064.84,C230606335,10687.74,11166.41,0,0
340,CASH_OUT,6832.32,C110613909,23467.97,16635.65,C694987564,96975.36,103807.68,0,0
412,CASH_IN,6931.71,C215232531,20721.84,13790.13,C932005998,13479.52,20411.23,0,0
261,CASH_IN,743.62,C427693261,49022.58,48278.96,C542676504,15760.37,16503.99,0,0
286,TRANSFER,284.12,C581496480,36976.32,36692.2,C852479550,64869.73,65153.85,0,0
513,TRANSFER,832.23,C231168574,3354.5,2522.27,C600814850,83964.97,84797.2,0,0
86,PAYMENT,3984.58,C625605790,39331.91,35347.33,M442530042,81527.17,85511.75,0,0
430,DEBIT,5120.33,C726993272,47507.94,42387.61,C153821112,3427.19,8547.52,0,0
581,PAYMENT,1743.38,C401216896,23010.83,21267.45,M567512954,77974.68,79718.06,0,0
31,CASH_OUT,1946.97,C384850269,34546.48,32599.51,C659855471,32260.96,34207.93,0,0
710,PAYMENT,1539.47,C601445465,17538.77,15999.3,M324730249,55738.72,57278.19,0,0
603,PAYMENT,509.7,C356675556,17837.77,17328.07,M866554375,5410.12,5919.82,0,0
440,PAYMENT,132.64,C153983755,41200.51,41067.87,M767724754,26027.83,26160.47,0,0
349,PAYMENT,2433.17,C758123416,25158.02,22724.85,M857075030,19383.67,21816.84,0,0
412,PAYMENT,4012.77,C153942972,15945.39,11932.62,M601146881,15445.33,19458.1,0,0
528,PAYMENT,3464.22,C445626930,10945.68,7481.46,M754592777,8516.52,11980.74,0,0
310,TRANSFER,5768.86,C880173315,45044.31,39275.45,C745111767,4826.86,10595.72,0,0
396,TRANSFER,4205.29,C441592645,44374.3,40169.01,C578464047,93574.64,97779.93,0,0
338,TRANSFER,852.71,C532320925,49248.45,48395.74,C703226011,44400.87,45253.58,0,0
674,TRANSFER,315.55,C168012439,40843.66,40528.11,C355360200,14053.34,14368.89,0,0
437,DEBIT,1413.52,C353945432,32052.08,30638.56,C394742513,76177.9,77591.42,0,0
704,CASH_OUT,1075.46,C388053661,32397.38,31321.92,C516850764,38842.42,39917.88,0,0
663,PAYMENT,3265.24,C601616882,1209.57,0.0,M158884645,32621.52,35886.76,0,0
365,PAYMENT,180.99,C947332424,22779.88,22598.89,M319185051,16589.28,16770.27,0,0
113,PAYMENT,7167.2,C748582570,47318.82,40151.62,M610034978,89422.67,96589.87,0,0
176,CASH_IN,7881.18,C629445835,19500.98,11619.8,C959925924,18633.94,26515.12,0,0
149,PAYMENT,236.23,C997582908,12273.52,12037.29,M860570998,8196.14,8432.37,0,0
178,CASH_OUT,1427.74,C471782399,39189.23,37761.49,C822168869,77624.53,79052.27,0,0
382,PAYMENT,5740.2,C243249900,34990.54,29250.34,M482818452,66436.57,72176.77,0,0
223,TRANSFER,523.43,C253711609,30507.32,29983.89,C783452804,6384.62,6908.05,0,0
259,CASH_OUT,2950.88,C455140666,14926.77,11975.89,C283933927,16901.08,19851.96,0,0
189,PAYMENT,3110.17,C357601543,42537.34,39427.17,M230296787,34994.95,38105.12,0,0
306,TRANSFER,670.12,C850741650,44357.78,43687.66,C673680168,62458.22,63128.34,0,0
378,DEBIT,20.46,C631807904,7671.28,7650.82,C408430180,56238.01,56258.47,0,0
602,PAYMENT,2735.1,C239824323,42361.2,39626.1,M967210805,45373.21,48108.31,0,0
343,TRANSFER,2405.98,C105067275,29465.14,27059.16,C381401473,8114.19,10520.17,0,0
156,TRANSFER,2627.48,C171983815,35580.54,32953.06,C689726530,60225.46,62852.94,0,0
712,CASH_IN,430.32,C597495352,38812.72,38382.4,C643591740,77754.86,78185.18,0,0
55,CASH_OUT,2319.18,C866546093,37736.04,35416.86,C188134299,4789.04,7108.22,0,0
442,PAYMENT,1955.44,C540841924,43565.09,41609.65,M534399250,93294.89,95250.33,0,0
685,DEBIT,1511.23,C293802015,49939.67,48428.44,C768677905,63595.0,65106.23,0,0
200,PAYMENT,3755.59,C195822200,14606.52,10850.93,M287310300,72222.99,75978.58,0,0
403,PAYMENT,1233.78,C707145660,21135.85,19902.07,M305260036,85874.96,87108.74,0,0
614,TRANSFER,1094.56,C454091204,33090.43,31995.87,C689468657,16517.48,17612.04,0,0
663,CASH_OUT,1951.79,C605710980,45176.94,43225.15,C381957314,56520.25,58472.04,0,0
623,CASH_OUT,7219.61,C791462325,10359.2,3139.59,C609008639,13129.9,20349.51,0,0
603,TRANSFER,1059.97,C547853252,49526.42,48466.45,C730925176,95020.93,96080.9,0,0
177,TRANSFER,1478.45,C228396005,17845.62,16367.17,C659647812,13341.96,14820.41,0,0
449,CASH_IN,779.22,C632206857,27059.35,26280.13,C252502582,24228.63,25007.85,0,0
743,CASH_OUT,2850.56,C289069050,8590.03,5739.47,C319441991,39144.25,41994.81,0,0
541,CASH_OUT,1136.73,C832222174,14350.46,13213.73,C430439362,63670.91,64807.64,0,0
301,PAYMENT,2954.8,C997202215,11969.81,9015.01,M414786005,10163.11,13117.91,0,0
707,CASH_OUT,398.71,C251277096,37248.1,36849.39,C572714258,13109.82,13508.53,0,0
307,CASH_OUT,770.51,C528725856,16639.22,15868.71,C857920688,48650.16,49420.67,0,0
267,CASH_IN,582.65,C589154275,10963.48,10380.83,C895976083,52384.61,52967.26,0,0
214,PAYMENT,3760.98,C543667922,39584.76,35823.78,M783529683,95220.36,98981.34,0,0
594,CASH_OUT,239.59,C847472641,40634.86,40395.27,C480663060,43960.98,44200.57,0,0
640,CASH_IN,730.7,C561757175,21799.2,21068.5,C356827307,18397.83,19128.53,0,0
483,TRANSFER,1775.1,C204726937,27265.6,25490.5,C839850395,59438.47,61213.57,0,0
262,CASH_OUT,234.81,C458541189,1927.73,1692.92,C734963833,38706.65,38941.46,0,0
67,CASH_IN,32.79,C396666002,45506.56,45473.77,C707730130,26838.31,26871.1,0,0
574,TRANSFER,2942.19,C399922517,15798.47,12856.28,C336829298,68682.29,71624.48,0,0
133,CASH_OUT,2382.07,C851209462,28811.71,26429.64,C333070613,97276.14,99658.21,0,0
649,PAYMENT,26.13,C510337890,26541.82,26515.69,M532801664,2501.12,2527.25,0,0
540,TRANSFER,129.38,C736471779,47827.33,47697.95,C516003450,3735.61,3864.99,0,0
512,PAYMENT,624.14,C298549639,43263.26,42639.12,M655445273,21322.13,21946.27,0,0
211,PAYMENT,5920.91,C367860028,43212.38,37291.47,M354365125,77557.35,83478.26,0,0
717,CASH_OUT,2649.11,C730133466,31747.64,29098.53,C101745836,20190.23,22839.34,0,0
253,PAYMENT,4091.89,C289405871,33576.37,29484.48,M464182081,72039.13,76131.02,0,0
38,DEBIT,3567.36,C284503347,19374.77,15807.41,C172284969,28276.75,31844.11,0,0
43,TRANSFER,10195.04,C640391755,5973.92,0.0,C380248388,41604.25,51799.29,0,0
629,CASH_OUT,7502.2,C706884068,45740.05,38237.85,C109705126,75191.97,82694.17,0,0
405,PAYMENT,179.2,C918437308,41304.67,41125.47,M816119840,91171.72,91350.92,0,0
702,PAYMENT,62.37,C265680155,11794.85,11732.48,M855717924,71783.6,71845.97,0,0
46,PAYMENT,1723.25,C892566989,26272.38,24549.13,M201247478,8697.9,10421.15,0,0
454,PAYMENT,797.69,C152304578,14088.82,13291.13,M360082663,80625.79,81423.48,0,0
678,DEBIT,1760.81,C477252791,4454.83,2694.02,C705763819,36733.03,38493.84,0,0
305,CASH_OUT,242.63,C332770360,47443.93,47201.3,C749066530,98772.11,99014.74,0,0
715,DEBIT,5993.47,C838459922,22996.13,17002.66,C255357501,52316.95,58310.42,0,0
233,CASH_OUT,3724.15,C816941203,4324.21,600.06,C491578467,36032.39,39756.54,0,0
245,CASH_OUT,2013.06,C111755228,20206.94,18193.88,C851299540,5821.91,7834.97,0,0
721,TRANSFER,1569.05,C775605732,46542.58,44973.53,C126285019,76096.8,77665.85,0,0
295,PAYMENT,1585.1,C658565409,14638.5,13053.4,M687096839,58792.81,60377.91,0,0
383,CASH_OUT,2400.83,C147085491,32022.53,29621.7,C500679775,84683.95,87084.78,0,0
158,PAYMENT,1975.52,C798637490,35705.53,33730.01,M218543304,45784.22,47759.74,0,0
405,TRANSFER,1650.6,C565302382,43317.02,41666.42,C805209121,51941.36,53591.96,0,0
1,PAYMENT,2847.79,C575531979,23635.49,20787.7,M420324360,80523.98,83371.77,0,0
217,TRANSFER,3625.22,C837777899,12283.23,8658.01,C839370842,65885.85,69511.07,0,0
507,PAYMENT,2579.72,C806207156,24210.86,21631.14,M268675044,68826.04,71405.76,0,0
581,PAYMENT,1246.43,C968287434,34429.63,33183.2,M447095763,94408.13,95654.56,0,0
30,TRANSFER,1342.47,C432817710,27136.76,25794.29,C510077323,28103.7,29446.17,0,0
627,PAYMENT,264.33,C367397765,31317.97,31053.64,M403274668,57261.71,57526.04,0,0
520,PAYMENT,1343.42,C718746252,19688.2,18344.78,M548438401,51756.17,53099.59,0,0
275,TRANSFER,3857.02,C648168802,24652.07,20795.05,C890419519,86876.12,90733.14,0,0
492,TRANSFER,176.96,C971760203,6089.65,5912.69,C103671946,4319.51,4496.47,0,0
36,DEBIT,487.5,C253327620,15179.04,14691.54,C860103532,82514.05,83001.55,0,0
311,TRANSFER,4627.68,C615464225,1015.69,0.0,C281875995,32431.73,37059.41,0,0
44,DEBIT,2103.02,C791239067,43531.53,41428.51,C941972691,91861.71,93964.73,0,0
155,PAYMENT,2785.76,C992871030,8973.37,6187.61,M677044954,47171.15,49956.91,0,0
77,TRANSFER,974.89,C807586996,29700.7,28725.81,C795446273,37405.61,38380.5,0,0
590,TRANSFER,1682.48,C972582677,36466.69,34784.21,C616175229,53357.75,55040.23,0,0
613,PAYMENT,3589.27,C847103730,29502.35,25913.08,M250563120,6421.87,10011.14,0,0
438,PAYMENT,5224.56,C263476692,28382.14,23157.58,M217348632,98781.87,104006.43,0,0
432,CASH_OUT,9149.08,C308353169,21621.93,12472.85,C792916534,10444.21,19593.29,0,0
542,CASH_OUT,4764.95,C850692939,38920.4,34155.45,C881137499,62838.14,67603.09,0,0
39,PAYMENT,179.67,C358978073,21154.03,20974.36,M132698549,6063.07,6242.74,0,0
239,PAYMENT,1056.54,C972571927,25871.06,24814.52,M711404601,68641.49,69698.03,0,0
13,CASH_OUT,3459.66,C514405089,25168.28,21708.62,C102587138,46842.9,50302.56,0,0
122,PAYMENT,1358.01,C890156682,30967.54,29609.53,M679767095,36330.82,37688.83,0,0
144,DEBIT,1438.4,C517502582,44273.4,42835.0,C890982815,41487.13,42925.53,0,0
684,CASH_IN,3958.51,C335033353,26290.72,22332.21,C645707454,48234.6,52193.11,0,0
455,DEBIT,4485.68,C431974500,40167.3,35681.62,C133410666,63555.63,68041.31,0,0
368,PAYMENT,3923.44,C967287550,9319.54,5396.1,M789601832,38633.54,42556.98,0,0
247,PAYMENT,1099.81,C109910517,39997.15,38897.34,M356794595,38849.49,39949.3,0,0
45,CASH_IN,651.97,C400669774,46439.54,45787.57,C237554232,29826.13,30478.1,0,0
375,PAYMENT,1115.81,C160249225,34293.26,33177.45,M651448632,65212.51,66328.32,0,0
291,PAYMENT,3026.49,C770345533,44305.04,41278.55,M467553481,78436.75,81463.24,0,0
207,PAYMENT,1139.2,C365191972,46407.08,45267.88,M121932952,40112.4,41251.6,0,0
519,PAYMENT,147.44,C274971833,11427.91,11280.47,M634931568,7444.04,7591.48,0,0
242,CASH_OUT,4038.07,C946752978,4692.88,654.81,C802371205,11245.22,15283.29,0,0
622,DEBIT,168.82,C693944841,21848.13,21679.31,C302209701,42052.03,42220.85,0,0
114,CASH_OUT,13893.58,C648302160,22299.52,8405.94,C755460484,28103.06,41996.64,0,0
302,CASH_OUT,4948.42,C627940178,38081.45,33133.03,C268281307,99036.44,103984.86,0,0
276,PAYMENT,7833.16,C379255290,6972.07,0.0,M896070456,94746.26,102579.42,0,0
96,TRANSFER,4483.24,C547981376,16206.53,11723.29,C617454018,70372.13,74855.37,0,0
294,PAYMENT,271.37,C709794382,13108.0,12836.63,M746014881,1693.99,1965.36,0,0
701,PAYMENT,1361.46,C445189729,36037.35,34675.89,M251674202,91821.4,93182.86,0,0
360,PAYMENT,5968.15,C299888912,39420.06,33451.91,M731813705,3886.02,9854.17,0,0
288,CASH_OUT,243.19,C485718114,13783.64,13540.45,C893236769,58390.21,58633.4,0,0
154,PAYMENT,915.49,C326542169,17288.91,16373.42,M781460790,50824.97,51740.46,0,0
570,CASH_IN,1578.55,C463062607,29311.76,27733.21,C549248691,18935.66,20514.21,0,0
423,CASH_IN,1499.2,C170056579,26511.58,25012.38,C880920355,42354.85,43854.05,0,0
50,PAYMENT,7206.61,C652374479,28645.31,21438.7,M575070959,12968.65,20175.26,0,0
207,TRANSFER,1261.81,C878986606,27621.41,26359.6,C679307574,39832.62,41094.43,0,0
564,CASH_OUT,687.68,C190389066,11476.9,10789.22,C674510793,30905.66,31593.34,0,0
662,CASH_IN,1476.67,C417101656,3845.51,2368.84,C942992259,79595.13,81071.8,0,0
565,DEBIT,1265.43,C138324939,20291.25,19025.82,C669830252,37473.16,38738.59,0,0
213,PAYMENT,2445.78,C702902458,23184.23,20738.45,M652704102,43473.99,45919.77,0,0
66,PAYMENT,12857.08,C644672568,47144.75,34287.67,M264627994,78584.08,91441.16,0,0
232,PAYMENT,2009.16,C733650879,8358.65,6349.49,M755212065,93452.42,95461.58,0,0
663,TRANSFER,1555.8,C492839674,9602.22,8046.42,C155407391,9190.01,10745.81,0,0
717,TRANSFER,2257.59,C239647755,10904.32,8646.73,C949613993,44506.2,46763.79,0,0
320,CASH_OUT,9760.07,C568568109,9102.09,0.0,C646227892,51819.78,61579.85,0,0
137,PAYMENT,2455.74,C873442262,22639.36,20183.62,M669728562,62181.55,64637.29,0,0
647,DEBIT,332.93,C209107647,22581.63,22248.7,C368616410,46894.34,47227.27,0,0
566,PAYMENT,6100.67,C525233769,18350.31,12249.64,M443310879,17539.78,23640.45,0,0
65,TRANSFER,2239.01,C935266802,24902.69,22663.68,C469085342,32093.71,34332.72,0,0
514,TRANSFER,435.25,C976436387,6306.33,5871.08,C637635658,98726.69,99161.94,0,0
132,PAYMENT,660.01,C305536134,41398.31,40738.3,M463984699,39235.77,39895.78,0,0
334,CASH_OUT,326.1,C343068041,39759.92,39433.82,C664882994,34700.51,35026.61,0,0
32,TRANSFER,8100.16,C727555098,28946.7,20846.54,C634184736,23270.93,31371.09,0,0
498,DEBIT,188.71,C713726701,46726.97,46538.26,C877947373,23375.79,23564.5,0,0
243,CASH_IN,3619.34,C860959673,20110.42,16491.08,C433895689,19187.46,22806.8,0,0
192,DEBIT,1034.93,C544185544,36557.92,35522.99,C957050090,52089.01,53123.94,0,0
142,TRANSFER,216.48,C968954253,22423.73,22207.25,C849042603,34479.99,34696.47,0,0
660,TRANSFER,1427.23,C997641756,47821.69,46394.46,C708600787,72193.84,73621.07,0,0
601,PAYMENT,5.67,C674482949,33587.48,33581.81,M749484784,87129.74,87135.41,0,0
561,TRANSFER,4254.4,C902181545,15934.71,11680.31,C636368087,78865.66,83120.06,0,0
648,CASH_IN,1956.75,C441903815,35278.32,33321.57,C746686456,22846.55,24803.3,0,0
191,PAYMENT,1507.54,C522587520,20045.39,18537.85,M441753496,59063.22,60570.76,0,0
149,CASH_OUT,4423.56,C246634424,41594.36,37170.8,C508211175,74340.69,78764.25,0,0
599,DEBIT,1836.39,C872644228,40655.06,38818.67,C289328582,70327.09,72163.48,0,0
416,CASH_IN,2266.51,C532330041,8584.92,6318.41,C916336578,45372.83,47639.34,0,0
520,PAYMENT,4221.03,C464163564,21135.58,16914.55,M982524819,79298.3,83519.33,0,0
735,TRANSFER,3192.51,C921366337,46490.3,43297.79,C660310469,24604.1,27796.61,0,0
16,PAYMENT,2694.97,C120179773,8668.55,5973.58,M712550420,18914.11,21609.08,0,0
106,CASH_OUT,3049.68,C564723362,27416.14,24366.46,C372122863,69694.63,72744.31,0,0
283,PAYMENT,767.82,C996390406,27119.97,26352.15,M133228206,78961.84,79729.66,0,0
104,PAYMENT,316.78,C999285062,13088.18,12771.4,M480988272,65207.09,65523.87,0,0
361,PAYMENT,2441.57,C652426796,30678.3,28236.73,M819422826,95853.95,98295.52,0,0
658,TRANSFER,639.06,C312361447,28006.22,27367.16,C355772992,39088.74,39727.8,0,0
35,TRANSFER,126.98,C590552754,42359.05,42232.07,C641081146,94168.35,94295.33,0,0
113,TRANSFER,738.65,C349691232,8050.41,7311.76,C263262302,46181.83,46920.48,0,0
308,CASH_IN,3189.82,C622889725,12952.96,9763.14,C150027463,82755.72,85945.54,0,0
53,PAYMENT,3086.12,C657736911,36614.32,33528.2,M864352691,69895.65,72981.77,0,0
81,CASH_OUT,5844.31,C590005403,42426.77,36582.46,C742903350,46723.24,52567.55,0,0
616,CASH_OUT,2816.58,C750694629,37184.73,34368.15,C457260644,67974.83,70791.41,0,0
369,PAYMENT,1453.33,C130121353,26436.92,24983.59,M767075657,17838.81,19292.14,0,0
242,CASH_OUT,759.45,C832836792,23518.49,22759.04,C503900648,65161.58,65921.03,0,0
31,PAYMENT,3556.18,C479646880,24423.77,20867.59,M265029012,57871.2,61427.38,0,0
704,CASH_OUT,1332.45,C509390464,34349.79,33017.34,C883846423,74990.69,76323.14,0,0
361,CASH_OUT,4230.11,C543352419,22357.49,18127.38,C914518711,19307.47,23537.58,0,0
233,CASH_OUT,4775.04,C440227345,49837.63,45062.59,C313669005,26666.13,31441.17,0,0
610,PAYMENT,1087.99,C738895782,45142.05,44054.06,M775220908,17996.73,19084.72,0,0
34,TRANSFER,1058.32,C589981210,32632.24,31573.92,C355666410,60309.24,61367.56,0,0
243,CASH_OUT,6127.88,C870143423,5113.67,0.0,C390597008,87758.65,93886.53,0,0
59,CASH_OUT,1270.67,C379835997,30729.47,29458.8,C105869617,93555.56,94826.23,0,0
529,CASH_OUT,3072.3,C682667274,48413.07,45340.77,C681533647,95947.83,99020.13,0,0
78,CASH_OUT,1191.3,C274172823,26547.19,25355.89,C974892691,81357.72,82549.02,0,0
718,PAYMENT,3290.22,C713548562,38654.42,35364.2,M547932165,58231.56,61521.78,0,0
302,PAYMENT,481.69,C191229888,19822.72,19341.03,M488625079,68381.46,68863.15,0,0
678,CASH_OUT,4522.98,C131778492,6118.79,1595.81,C745885025,76565.76,81088.74,0,0
112,CASH_OUT,10214.93,C257307189,36545.07,26330.14,C586535817,95985.7,106200.63,0,0
413,PAYMENT,3633.66,C479125907,35967.9,32334.24,M304455656,32958.88,36592.54,0,0
317,PAYMENT,1117.3,C853857851,27127.45,26010.15,M563101155,96221.91,97339.21,0,0
145,PAYMENT,2030.35,C299585316,45458.55,43428.2,M845607665,49531.32,51561.67,0,0
668,TRANSFER,2773.63,C410274906,8653.05,5879.42,C642166859,26966.03,29739.66,0,0
690,TRANSFER,540.68,C505086302,25699.11,25158.43,C594218598,42834.85,43375.53,0,0
648,TRANSFER,836.36,C295875263,677.28,0.0,C610168412,84605.97,85442.33,0,0
18,PAYMENT,4050.83,C437827584,25207.68,21156.85,M129780243,35330.24,39381.07,0,0
351,TRANSFER,7269.05,C172892103,40684.02,33414.97,C133780120,61733.52,69002.57,0,0
155,CASH_OUT,799.61,C642688708,29929.69,29130.08,C540921039,66206.55,67006.16,0,0
506,PAYMENT,404.2,C654207477,30807.77,30403.57,M923800107,85437.86,85842.06,0,0
360,PAYMENT,9996.48,C832155543,26977.61,16981.13,M150713419,91680.18,101676.66,0,0
332,CASH_OUT,969.04,C224714153,7397.0,6427.96,C516921751,20364.71,21333.75,0,0
528,DEBIT,3773.05,C692951988,41828.66,38055.61,C137928268,39443.46,43216.51,0,0
12,PAYMENT,1196.11,C518254565,15082.07,13885.96,M529600257,10596.46,11792.57,0,0
75,CASH_IN,7448.66,C122424454,16164.42,8715.76,C500008048,66890.63,74339.29,0,0
212,PAYMENT,2292.83,C601537277,46894.52,44601.69,M132889796,25563.37,27856.2,0,0
691,PAYMENT,1345.85,C613995840,28757.57,27411.72,M854143312,59547.94,60893.79,0,0
641,TRANSFER,496.05,C960534804,10893.49,10397.44,C107338298,2328.88,2824.93,0,0
283,CASH_OUT,742.88,C611880741,34889.81,34146.93,C729158122,79625.39,80368.27,0,0
195,TRANSFER,4866.74,C402348750,26975.34,22108.6,C844560015,27944.81,32811.55,0,0
30,TRANSFER,151.58,C163282157,46935.57,46783.99,C864981267,19992.6,20144.18,0,0
9,PAYMENT,431.51,C387771938,28812.83,28381.32,M845797610,59192.93,59624.44,0,0
309,TRANSFER,539.93,C308849336,31486.75,30946.82,C496223329,20537.61,21077.54,0,0
445,PAYMENT,188.25,C761866488,30203.01,30014.76,M100450971,69495.14,69683.39,0,0
310,TRANSFER,2898.04,C509492406,21815.38,18917.34,C847553446,16550.34,19448.38,0,0
677,TRANSFER,9949.32,C712343667,15404.72,5455.4,C862954838,13373.18,23322.5,0,0
705,CASH_OUT,379.73,C677663428,2388.43,2008.7,C755656088,94404.29,94784.02,0,0
426,TRANSFER,4015.29,C363616223,2923.26,0.0,C583152518,49268.48,53283.77,0,0
704,CASH_OUT,490.5,C522623547,44052.65,43562.15,C830048082,71373.89,71864.39,0,0
591,TRANSFER,9108.14,C898164573,44192.62,35084.48,C537128944,80850.82,89958.96,0,0
691,CASH_IN,1773.37,C597677190,48935.75,47162.38,C866594427,94049.15,95822.52,0,0
91,CASH_OUT,4706.74,C868429691,10763.69,6056.95,C146231045,89096.75,93803.49,0,0
456,CASH_OUT,472.5,C217983235,33961.22,33488.72,C416014089,22079.58,22552.08,0,0
444,CASH_OUT,5417.64,C441977210,45529.05,40111.41,C720975719,46629.13,52046.77,0,0
727,TRANSFER,217.91,C825223287,33320.39,33102.48,C967772655,42682.44,42900.35,0,0
79,PAYMENT,62.9,C480787823,41718.04,41655.14,M878473191,23056.45,23119.35,0,0
475,CASH_OUT,3090.74,C209860875,1774.11,0.0,C616773602,7700.23,10790.97,0,0
103,PAYMENT,286.58,C629409410,17723.09,17436.51,M260175890,92631.54,92918.12,0,0
623,PAYMENT,5026.1,C227071249,44045.85,39019.75,M608312642,4728.38,9754.48,0,0
456,CASH_OUT,2432.36,C883710136,8425.19,5992.83,C119466713,21707.35,24139.71,0,0
314,PAYMENT,1009.86,C877199680,12333.71,11323.85,M992241431,151.75,1161.61,0,0
247,DEBIT,816.82,C389521716,49051.31,48234.49,C219419708,62749.75,63566.57,0,0
234,CASH_OUT,218.7,C869172524,30196.32,29977.62,C575751213,74023.4,74242.1,0,0
594,CASH_OUT,2906.62,C869688628,9732.26,6825.64,C246800897,16545.56,19452.18,0,0
644,PAYMENT,6228.12,C438391078,13650.31,7422.19,M195964744,81859.44,88087.56,0,0
235,CASH_OUT,3539.39,C190770498,35889.18,32349.79,C303109745,43965.6,47504.99,0,0
387,TRANSFER,2419.98,C954634956,35267.69,32847.71,C960210540,78313.15,80733.13,0,0
611,PAYMENT,320.92,C698314508,5991.37,5670.45,M551807588,41125.35,41446.27,0,0
38,CASH_IN,4400.27,C975516997,5775.75,1375.48,C431560852,37031.95,41432.22,0,0
161,PAYMENT,8413.59,C971639772,7053.16,0.0,M914490096,62636.23,71049.82,0,0
462,CASH_OUT,767.3,C877548309,10134.99,9367.69,C256255684,40823.04,41590.34,0,0
449,CASH_OUT,1368.38,C595751833,13382.73,12014.35,C977546763,65944.22,67312.6,0,0
117,CASH_IN,40.38,C110873004,47104.3,47063.92,C686767808,21023.32,21063.7,0,0
241,TRANSFER,4463.06,C767666206,36031.68,31568.62,C820412324,65384.25,69847.31,0,0
26,TRANSFER,57.41,C572483942,26125.0,26067.59,C126588362,16429.28,16486.69,0,0
648,DEBIT,1671.3,C494701180,8768.53,7097.23,C471517400,70904.35,72575.65,0,0
562,CASH_OUT,2152.82,C945353390,1970.02,0.0,C646576269,31517.11,33669.93,0,0
298,CASH_OUT,147.86,C576456221,20700.78,20552.92,C243516452,18076.97,18224.83,0,0
154,CASH_OUT,487.95,C177396836,2959.9,2471.95,C959275622,60842.3,61330.25,0,0
732,TRANSFER,3916.57,C646845462,16896.7,12980.13,C171313415,65327.1,69243.67,0,0
652,PAYMENT,732.67,C103282187,5771.01,5038.34,M597867005,71895.01,72627.68,0,0
468,PAYMENT,3229.94,C220124965,25438.62,22208.68,M119189636,87133.93,90363.87,0,0
49,CASH_OUT,3462.62,C780519146,19893.55,16430.93,C382914769,37647.74,41110.36,0,0
654,TRANSFER,1312.74,C334420738,14985.82,13673.08,C834024928,85260.1,86572.84,0,0
46,CASH_OUT,169.68,C313829356,7659.81,7490.13,C654309166,47927.77,48097.45,0,0
675,TRANSFER,32.16,C783023905,28897.92,28865.76,C118443937,3649.39,3681.55,0,0
285,TRANSFER,1700.71,C885926497,21204.73,19504.02,C866212088,92198.33,93899.04,0,0
628,PAYMENT,190.34,C167223221,18789.34,18599.0,M750592275,22240.92,22431.26,0,0
82,CASH_OUT,3245.88,C969470037,9172.24,5926.36,C815671256,41601.99,44847.87,0,0
44,DEBIT,1203.41,C974791185,31784.86,30581.45,C311118781,47114.35,48317.76,0,0
706,CASH_OUT,2879.42,C501597249,28870.08,25990.66,C693414058,6790.08,9669.5,0,0
273,PAYMENT,1316.3,C829127707,24537.76,23221.46,M287541797,53897.07,55213.37,0,0
394,TRANSFER,2479.41,C385645456,46678.53,44199.12,C474788976,44226.65,46706.06,0,0
595,CASH_OUT,4479.67,C804139670,13277.84,8798.17,C784908806,31961.87,36441.54,0,0
58,TRANSFER,5400.19,C443209652,45632.73,40232.54,C645513154,81304.23,86704.42,0,0
565,TRANSFER,47.57,C823331239,6518.36,6470.79,C529059386,78118.97,78166.54,0,0
1,PAYMENT,2597.66,C497975907,12307.78,9710.12,M522487094,52064.2,54661.86,0,0
216,PAYMENT,2081.05,C572818946,22781.71,20700.66,M851428328,27282.02,29363.07,0,0
317,PAYMENT,2538.64,C795089317,31385.04,28846.4,M843252664,41328.42,43867.06,0,0
228,PAYMENT,154.63,C664986369,3773.97,3619.34,M916102588,51605.45,51760.08,0,0
473,TRANSFER,186.15,C777150211,28420.65,28234.5,C109551865,51152.21,51338.36,0,0
484,TRANSFER,1722.81,C948247971,12603.86,10881.05,C513413170,2703.49,4426.3,0,0
671,CASH_OUT,152.03,C288247406,27435.73,27283.7,C526627719,5024.33,5176.36,0,0
287,PAYMENT,3749.86,C377652583,39910.42,36160.56,M914900413,60662.39,64412.25,0,0
511,TRANSFER,3706.26,C969986530,16772.38,13066.12,C735399275,48511.81,52218.07,0,0
578,CASH_OUT,316.99,C298521460,28388.61,28071.62,C969290864,53829.3,54146.29,0,0
458,CASH_IN,1522.69,C601116402,27548.51,26025.82,C379073724,98370.59,99893.28,0,0
95,PAYMENT,2264.55,C430078673,35372.13,33107.58,M484298749,38662.41,40926.96,0,0
