account_age,month,payment_type,income,employment_status,customer_age,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,proposed_credit_limit,device_fraud_count,fraud_bool
12,6,AC,0.24,CE,37,1252,821.21,2242.11,5001.61,0,7,464,0,BE,1,1,1,835.99,0,0
25,2,AD,0.25,CC,35,1177,7209.08,2502.76,13097.34,6,3,414,0,BF,1,1,1,835.99,0,0
13,5,AE,0.68,CA,36,1163,2712.29,6248.36,12204.48,16,8,652,0,BA,1,1,19,835.99,0,0
18,4,AE,0.3,CA,49,1243,759.37,2826.71,2150.83,15,13,471,0,BE,1,1,18,835.99,0,1
14,0,AB,0.3,CC,24,1217,3003.31,1821.45,6287.85,3,0,705,0,BE,1,1,16,835.99,0,0
26,2,AE,0.6,CD,22,1240,57.2,2893.96,169.49,16,13,601,1,BA,1,1,26,835.99,0,1
20,1,AA,0.17,CE,44,1197,3389.85,712.59,2188.31,7,13,546,1,BB,1,1,29,835.99,0,0
8,4,AC,0.67,CE,50,1164,446.56,8145.96,3149.6,19,10,356,0,BC,1,1,2,835.99,0,0
1,3,AE,0.78,CA,70,1214,251.18,2003.03,1716.87,9,13,846,0,BF,1,1,14,835.99,0,0
17,6,AC,0.45,CC,56,1212,5278.92,10779.92,5658.16,13,2,745,0,BB,1,1,22,835.99,0,0
9,3,AC,0.66,CA,34,1147,2628.84,3720.72,2984.78,6,5,770,1,BC,1,1,0,835.99,0,0
10,6,AE,0.18,CA,21,1193,5566.35,13345.03,6467.96,17,12,395,0,BD,0,0,26,835.99,0,0
5,7,AC,0.25,CF,52,1157,2118.62,256.42,6347.43,8,2,482,1,BD,1,1,23,835.99,0,0
16,0,AE,0.15,CA,76,1247,5055.17,752.22,244.0,10,0,849,1,BB,1,1,19,835.99,0,0
18,0,AD,0.28,CA,62,1195,4438.8,4116.61,4577.72,19,6,782,1,BA,1,1,16,835.99,0,0
8,1,AC,0.82,CG,44,1167,3897.39,11891.14,100.98,17,11,575,1,BA,1,1,33,835.99,0,0
7,2,AA,0.65,CC,40,1220,158.82,7614.43,4443.0,0,2,661,0,BA,1,1,23,835.99,1,0
27,1,AB,0.37,CB,28,1153,5226.66,3431.59,17987.08,12,5,324,0,BD,1,0,12,835.99,0,0
22,7,AC,0.53,CF,71,1127,838.13,3023.61,12088.51,8,1,647,0,BA,1,1,23,835.99,0,0
25,0,AD,0.6,CG,69,1220,3496.64,9492.44,408.67,18,6,355,1,BA,0,1,5,835.99,0,0
29,4,AB,0.14,CB,30,1258,4033.99,1991.16,973.71,5,10,377,1,BC,1,1,9,835.99,0,0
28,7,AC,0.74,CG,32,1252,5427.37,3719.45,8286.61,4,12,363,1,BE,0,0,14,835.99,0,0
21,3,AD,0.33,CD,52,1206,213.44,1737.14,12676.25,0,6,620,0,BB,1,1,25,835.99,0,0
0,5,AE,0.24,CD,48,1182,2233.22,5534.76,14398.48,14,8,688,1,BA,1,1,1,835.99,0,0
16,5,AB,0.37,CB,50,1144,1702.67,3923.39,2098.54,19,9,503,1,BD,0,1,34,835.99,0,1
10,1,AD,0.78,CD,69,1193,4109.7,3824.2,4302.36,7,5,425,0,BB,0,1,28,835.99,0,0
17,4,AE,0.22,CA,31,1162,5085.62,24887.63,9746.83,6,9,304,1,BB,1,1,0,835.99,0,0
16,6,AA,0.54,CC,80,1154,5497.91,427.94,835.85,11,10,535,0,BF,1,1,12,835.99,0,0
10,5,AC,0.48,CE,32,1224,5221.83,1615.16,21539.97,13,4,823,0,BE,1,0,23,835.99,0,0
7,7,AD,0.34,CD,58,1175,999.37,2533.23,611.32,6,1,319,0,BD,1,1,14,835.99,0,0
2,2,AA,0.6,CA,40,1221,8603.96,5516.52,125.25,4,9,430,0,BE,1,1,8,835.99,0,0
21,0,AD,0.45,CD,38,1175,916.26,4871.16,10877.17,11,11,819,0,BE,1,1,13,835.99,0,0
11,6,AD,0.5,CD,55,1191,2757.24,225.78,6501.56,8,2,523,0,BE,1,1,10,835.99,0,0
8,3,AA,0.52,CA,23,1218,1919.4,3773.03,423.87,12,5,618,0,BA,1,1,5,835.99,0,0
28,1,AD,0.54,CA,81,1193,2915.24,18329.19,4768.91,13,11,701,0,BC,1,0,34,835.99,0,0
5,1,AE,0.64,CC,83,1178,644.51,14259.68,12951.26,13,0,810,1,BD,0,1,13,835.99,1,0
12,0,AA,0.63,CF,46,1227,1602.07,2016.67,1590.76,12,3,396,0,BA,0,0,27,835.99,0,0
10,2,AB,0.24,CD,84,1212,2980.16,5660.0,606.37,15,9,319,1,BD,1,0,12,835.99,0,0
15,6,AB,0.77,CE,22,1221,814.76,5828.65,392.42,17,3,452,1,BE,1,1,10,835.99,0,0
29,2,AB,0.57,CC,41,1172,438.54,6728.57,1744.01,13,13,720,1,BF,1,1,17,835.99,0,0
2,5,AD,0.33,CE,81,1198,578.11,4243.66,2336.02,16,7,421,1,BC,0,1,27,835.99,0,0
6,3,AC,0.22,CB,61,1244,1250.92,260.57,1010.6,11,14,804,1,BC,0,1,10,835.99,0,1
9,6,AA,0.61,CB,71,1259,785.38,5119.11,5541.55,19,4,799,1,BD,1,1,1,835.99,0,0
11,0,AE,0.79,CG,75,1235,3321.75,6380.46,958.17,7,2,577,0,BB,1,1,33,835.99,0,0
27,4,AB,0.66,CF,70,1199,2014.59,3453.38,805.01,8,13,564,1,BC,1,1,13,835.99,0,0
7,6,AD,0.62,CD,60,1180,970.99,5730.74,14637.68,6,0,340,1,BE,1,0,8,835.99,1,0
4,7,AD,0.64,CD,60,1217,3925.53,1316.57,4545.67,1,7,307,0,BD,1,1,0,835.99,0,0
21,1,AE,0.43,CG,60,1249,868.42,1798.31,17597.26,2,0,815,1,BB,0,1,35,835.99,0,0
9,0,AC,0.16,CG,79,1204,1514.8,732.28,5697.67,7,12,735,1,BA,1,1,5,835.99,0,0
25,0,AD,0.52,CG,46,1172,2297.34,7123.92,16734.1,12,14,303,1,BA,1,1,21,835.99,0,0
6,4,AB,0.69,CA,28,1166,3975.6,359.69,14674.53,12,2,661,1,BE,0,1,5,835.99,0,0
26,0,AD,0.3,CE,39,1238,1413.39,1180.95,5718.78,2,9,377,0,BD,0,1,23,835.99,0,0
26,4,AD,0.43,CG,69,1201,1647.39,5100.62,18068.85,19,0,313,0,BB,0,1,21,835.99,0,0
2,0,AB,0.22,CG,22,1204,2416.1,8684.3,16438.12,13,6,798,0,BE,0,1,11,835.99,0,0
5,0,AE,0.76,CG,34,1169,1731.05,2849.96,7117.33,3,3,428,0,BE,0,1,0,835.99,0,0
1,2,AB,0.72,CF,20,1239,2920.81,17784.99,3112.72,4,13,636,0,BA,0,1,20,835.99,0,0
11,5,AB,0.84,CG,60,1205,5578.41,895.99,14186.69,9,14,496,0,BA,0,1,13,835.99,0,0
0,2,AD,0.66,CD,33,1193,12265.96,2545.2,1946.75,14,9,775,1,BB,0,0,26,835.99,0,1
17,5,AE,0.11,CD,66,1232,6662.04,8249.08,9825.13,16,13,768,1,BD,1,1,13,835.99,0,0
5,1,AE,0.51,CF,23,1220,362.15,963.28,1462.67,19,9,339,1,BE,1,0,10,835.99,1,0
1,5,AC,0.47,CC,47,1151,840.94,244.16,5012.32,3,1,341,0,BC,1,1,9,835.99,0,0
14,3,AA,0.47,CA,58,1222,3410.04,12957.03,4249.24,8,9,837,1,BD,0,1,20,835.99,0,0
14,0,AB,0.35,CG,71,1181,6428.76,13840.3,627.28,11,8,709,1,BF,1,1,22,835.99,0,0
4,5,AA,0.79,CG,66,1175,4456.1,7938.98,6945.89,0,2,343,0,BE,1,1,13,835.99,0,0
13,4,AA,0.86,CC,29,1233,314.7,466.94,1690.44,5,10,639,1,BD,1,1,25,835.99,0,1
0,5,AC,0.3,CB,60,1174,1805.36,3393.09,1654.32,2,2,439,1,BF,0,1,13,835.99,0,0
21,0,AC,0.58,CD,44,1149,1808.16,277.72,1825.92,11,13,638,0,BD,1,1,11,835.99,0,1
14,0,AA,0.66,CF,60,1243,1600.05,98.54,1362.72,10,4,350,1,BE,1,1,22,835.99,0,0
13,0,AC,0.37,CF,33,1177,13526.46,5766.09,2018.42,4,5,570,0,BE,0,0,30,835.99,0,0
4,4,AB,0.49,CB,81,1217,3360.78,3586.69,9754.78,8,6,727,1,BD,1,1,5,835.99,0,0
27,6,AE,0.74,CE,77,1266,2696.86,4046.93,1483.32,4,14,426,0,BF,1,1,35,835.99,0,1
21,0,AC,0.77,CA,65,1184,44.5,4037.97,12.03,8,9,377,1,BF,0,0,4,835.99,0,0
26,6,AE,0.13,CA,36,1156,2422.18,5863.48,2343.39,10,5,489,0,BC,1,1,31,835.99,0,0
17,0,AD,0.66,CC,31,1150,5394.99,4342.15,469.6,10,3,516,1,BF,1,1,19,835.99,0,0
26,6,AB,0.85,CC,36,1260,7773.74,487.58,5530.9,9,1,398,1,BE,0,1,22,835.99,0,0
5,0,AA,0.6,CG,82,1209,3119.04,9689.28,16264.98,11,3,526,1,BC,1,1,31,835.99,0,0
14,6,AA,0.21,CC,75,1203,289.4,5058.21,28367.21,0,11,758,0,BA,0,1,19,835.99,0,0
3,6,AE,0.57,CD,21,1165,2117.78,3296.26,1528.33,15,8,494,1,BC,1,1,30,835.99,0,0
10,7,AD,0.72,CC,79,1166,2487.49,2873.34,19287.59,8,8,326,1,BA,0,1,12,835.99,0,0
16,2,AC,0.57,CG,58,1199,6100.67,3287.52,7135.9,10,10,329,0,BE,1,1,1,835.99,0,0
15,6,AA,0.82,CD,23,1214,175.75,193.1,18343.19,16,10,602,0,BC,0,1,29,835.99,0,0
28,2,AC,0.65,CG,51,1231,5376.13,775.23,20912.82,3,10,761,0,BB,1,0,35,835.99,0,0
2,1,AE,0.16,CF,83,1220,109.41,13533.72,6872.41,9,14,402,1,BC,0,1,13,835.99,0,0
23,6,AD,0.66,CE,39,1229,5576.02,5330.1,954.9,11,11,565,1,BD,1,1,18,835.99,0,0
23,2,AC,0.15,CE,24,1231,2064.82,15813.52,2681.7,16,2,765,0,BA,1,0,30,835.99,0,0
13,5,AB,0.13,CD,58,1304,515.58,3744.35,263.07,14,9,613,1,BB,1,1,13,835.99,0,1
4,4,AB,0.75,CA,68,1219,2237.71,5806.42,5676.16,9,6,365,1,BB,0,1,32,835.99,0,0
11,2,AD,0.37,CA,51,1198,1232.62,7633.28,3687.97,12,3,323,0,BE,1,1,17,835.99,0,0
11,2,AE,0.67,CD,56,1211,1632.14,11134.83,5362.7,15,5,315,0,BE,1,1,30,835.99,0,0
16,2,AB,0.88,CF,59,1217,47.51,1955.97,1395.73,10,7,575,0,BF,1,1,34,835.99,1,0
9,6,AB,0.55,CC,19,1222,1163.24,11601.87,1208.41,14,5,407,1,BD,1,1,24,835.99,0,0
24,7,AD,0.85,CC,78,1200,4117.48,5603.98,6513.03,1,5,526,0,BB,1,1,6,835.99,0,0
3,6,AD,0.81,CE,50,1182,108.48,124.75,3285.95,0,10,636,1,BC,0,1,31,835.99,0,0
3,7,AB,0.25,CG,45,1177,507.79,1479.86,4820.51,11,7,437,0,BC,0,1,9,835.99,0,0
29,3,AD,0.21,CD,29,1187,5436.02,1158.6,8499.04,13,5,433,1,BB,1,1,12,835.99,0,0
28,5,AC,0.53,CA,49,1188,2569.23,1889.48,25349.55,19,4,772,1,BD,0,1,20,835.99,0,0
9,5,AC,0.88,CC,65,1170,2298.2,9324.64,1425.6,8,0,747,1,BA,0,1,26,835.99,0,0
9,4,AE,0.84,CE,76,1193,1578.37,14398.78,2710.82,7,10,562,1,BD,0,1,15,835.99,0,0
3,0,AC,0.34,CA,26,1135,676.47,7386.6,3920.07,17,4,564,1,BE,0,1,18,835.99,0,0
6,3,AB,0.43,CD,59,1204,1640.78,5693.16,5396.24,9,10,465,1,BC,0,1,32,835.99,0,1
3,3,AE,0.26,CG,67,1175,5516.77,4217.34,2678.67,12,0,420,0,BB,1,1,32,835.99,0,0
21,7,AA,0.4,CA,69,1276,7126.8,6373.08,7004.73,4,4,568,1,BE,0,1,11,835.99,0,0
17,6,AA,0.21,CE,59,1229,2894.57,13957.52,10587.26,16,6,517,0,BA,0,1,15,835.99,0,0
3,6,AA,0.19,CE,62,1199,4852.34,3714.15,8133.78,13,10,674,1,BD,1,1,28,835.99,0,0
14,5,AB,0.34,CC,21,1254,8981.34,7841.98,16989.98,12,12,564,1,BF,1,1,28,835.99,0,0
19,5,AD,0.28,CC,55,1148,800.18,9608.26,2462.52,13,12,844,1,BA,1,1,11,835.99,0,1
23,3,AC,0.44,CD,70,1197,3548.59,8334.9,2013.8,7,7,757,0,BA,1,1,18,835.99,0,0
11,3,AD,0.85,CF,50,1252,449.11,196.4,10408.32,5,4,417,1,BA,1,1,13,835.99,0,0
16,0,AD,0.72,CD,53,1218,6351.58,2984.24,60.6,2,0,482,0,BD,0,1,21,835.99,0,1
16,0,AD,0.26,CF,60,1191,1777.86,5200.8,7442.14,6,8,479,1,BF,1,1,6,835.99,0,0
6,0,AA,0.65,CA,43,1185,661.95,6971.16,17057.63,2,1,682,0,BC,0,1,8,835.99,0,0
19,0,AE,0.56,CC,69,1113,3911.46,2811.17,662.44,15,9,379,0,BC,1,1,13,835.99,0,1
7,5,AC,0.51,CB,51,1154,122.13,6147.89,2133.82,16,7,834,0,BE,1,1,0,835.99,0,0
18,3,AD,0.35,CG,33,1185,9254.86,3026.33,1758.88,2,11,806,1,BB,1,1,19,835.99,0,0
3,1,AB,0.54,CD,64,1223,120.74,5765.41,2031.75,2,0,520,1,BD,1,1,14,835.99,0,0
8,1,AA,0.54,CD,57,1165,158.49,5385.55,221.35,7,0,620,0,BB,1,1,2,835.99,0,0
26,1,AE,0.35,CE,19,1221,201.33,19665.55,5976.35,11,11,584,1,BB,1,1,14,835.99,0,1
22,3,AD,0.82,CB,36,1189,1905.37,7756.93,7663.2,0,0,540,1,BA,0,1,29,835.99,0,0
29,4,AE,0.24,CB,53,1179,5650.74,9068.55,11974.93,10,0,329,1,BC,1,1,30,835.99,0,0
6,1,AC,0.34,CB,59,1170,4090.5,1281.92,4574.71,18,2,663,0,BE,1,1,31,835.99,0,0
21,4,AD,0.37,CC,26,1197,1174.45,7937.08,3231.58,10,14,627,1,BF,1,1,23,835.99,0,0
25,6,AA,0.29,CB,80,1194,5927.97,383.42,4945.94,13,12,659,1,BB,0,1,28,835.99,0,1
22,6,AA,0.4,CE,75,1223,5453.55,9281.21,7738.42,15,1,802,1,BA,1,1,15,835.99,0,0
11,6,AA,0.12,CC,66,1239,80.71,194.99,6396.82,12,9,635,1,BC,1,1,9,835.99,0,0
11,0,AE,0.58,CG,23,1187,74.38,5081.16,2277.38,16,3,319,1,BA,1,1,3,835.99,0,0
2,3,AA,0.66,CA,71,1206,1274.72,2095.29,13590.83,19,3,763,0,BF,1,1,28,835.99,0,0
17,1,AA,0.26,CE,26,1240,767.56,5235.24,14456.82,7,5,339,1,BD,1,1,5,835.99,0,0
9,4,AB,0.8,CD,42,1186,2939.5,1558.38,8963.04,16,8,846,0,BE,1,1,18,835.99,0,0
3,0,AD,0.32,CC,29,1170,813.2,3730.52,3682.86,5,9,701,1,BB,1,1,27,835.99,0,0
15,5,AB,0.15,CG,39,1248,2697.47,1299.93,2730.53,15,11,382,1,BC,1,1,31,835.99,0,0
3,6,AB,0.84,CA,67,1235,5653.45,1046.38,14229.74,16,0,689,1,BA,1,1,15,835.99,0,0
11,1,AD,0.3,CC,44,1161,904.39,602.29,736.59,16,7,588,1,BA,1,1,32,835.99,0,0
10,7,AE,0.16,CE,39,1189,1746.91,4494.72,8822.44,4,14,382,1,BC,1,1,27,835.99,0,0
16,4,AC,0.76,CE,42,1192,1598.97,4582.1,7802.92,14,6,828,0,BA,1,1,27,835.99,0,0
24,4,AB,0.43,CF,23,1156,689.47,5872.99,5100.4,1,11,649,0,BB,1,1,35,835.99,0,0
8,1,AC,0.57,CF,27,1212,1329.75,1655.22,1788.27,16,11,676,1,BC,1,1,5,835.99,0,0
2,6,AB,0.79,CC,80,1164,656.15,6456.9,1464.58,10,9,803,1,BE,0,1,4,835.99,0,0
8,1,AA,0.46,CA,65,1203,3452.38,1166.77,21342.39,3,8,806,1,BA,1,1,2,835.99,0,0
7,5,AB,0.87,CF,69,1207,479.3,62.05,257.93,1,5,645,1,BB,0,1,22,835.99,0,0
1,5,AA,0.14,CC,79,1201,14044.37,3254.36,661.4,5,0,729,1,BA,1,1,9,835.99,0,0
26,3,AA,0.2,CG,39,1188,3437.23,2056.22,29043.7,14,2,467,0,BF,1,1,9,835.99,0,0
20,6,AD,0.61,CG,81,1150,9026.44,2769.37,10606.8,17,0,548,0,BA,1,1,10,835.99,0,0
17,5,AA,0.56,CD,57,1129,6302.11,8492.69,2293.69,2,12,503,1,BA,0,0,28,835.99,0,1
8,1,AB,0.53,CA,46,1228,2389.6,7279.46,12497.74,16,14,788,0,BE,1,1,14,835.99,0,0
18,2,AB,0.88,CF,78,1157,756.42,14785.23,5269.71,18,13,748,0,BF,1,1,2,835.99,0,1
15,5,AD,0.55,CF,19,1191,2196.83,4716.54,2597.87,10,8,424,1,BF,1,1,15,835.99,0,0
5,1,AC,0.11,CC,49,1225,2391.11,9260.65,1934.23,19,1,552,0,BC,1,1,25,835.99,0,0
16,3,AB,0.16,CD,59,1242,3957.0,244.49,6008.06,15,12,515,1,BF,1,0,20,835.99,0,0
20,3,AE,0.36,CE,40,1265,4028.55,964.1,11998.84,7,4,764,0,BA,0,1,2,835.99,0,0
7,0,AA,0.73,CF,60,1198,98.85,16605.98,143.52,10,10,488,1,BE,1,1,0,835.99,0,0
17,5,AC,0.26,CG,44,1140,1140.12,4826.63,21401.37,4,4,425,1,BC,0,1,19,835.99,0,0
25,4,AC,0.46,CB,21,1170,1950.0,265.42,4337.35,1,1,650,1,BE,1,1,5,835.99,1,0
6,5,AD,0.11,CE,31,1135,6298.95,3129.03,7722.51,7,12,556,0,BC,1,1,19,835.99,0,1
23,7,AB,0.73,CD,58,1220,1220.34,5521.45,15215.01,8,5,471,0,BD,1,1,24,835.99,0,0
12,7,AD,0.5,CE,25,1152,10099.28,8709.71,4460.18,16,0,498,1,BE,0,0,25,835.99,0,0
4,4,AB,0.4,CB,31,1206,143.05,2417.22,39413.16,12,5,352,0,BB,0,1,2,835.99,0,0
14,5,AC,0.48,CD,37,1216,2423.03,1486.9,2059.66,0,14,685,0,BF,0,1,13,835.99,0,0
21,4,AE,0.45,CD,56,1125,5615.86,1294.01,1860.15,15,7,728,1,BA,1,1,19,835.99,0,0
6,1,AA,0.16,CB,27,1242,1816.56,1415.49,1054.91,8,14,808,0,BE,1,1,0,835.99,0,0
17,2,AE,0.29,CE,45,1237,3602.87,378.53,18090.15,4,7,697,0,BF,1,1,27,835.99,0,0
10,0,AB,0.36,CF,48,1212,10140.91,1208.97,2126.34,0,1,517,1,BA,1,1,1,835.99,0,0
25,0,AC,0.77,CD,38,1209,10873.35,116.16,4341.94,3,6,632,1,BB,0,0,19,835.99,0,0
0,7,AE,0.57,CG,60,1190,6259.86,659.88,496.67,4,8,729,1,BD,0,0,1,835.99,0,0
1,3,AD,0.73,CA,33,1259,5058.84,2916.45,2856.92,0,7,710,1,BA,1,1,23,835.99,0,0
28,4,AC,0.34,CC,74,1261,3921.42,8177.38,2127.08,12,6,546,1,BA,1,1,13,835.99,0,0
19,0,AE,0.43,CG,41,1254,239.41,2571.44,4745.37,3,0,757,0,BE,0,1,9,835.99,0,0
3,5,AB,0.65,CD,43,1180,3389.75,2201.93,2582.25,2,5,802,1,BD,1,1,27,835.99,0,0
0,0,AE,0.8,CB,66,1278,361.17,467.62,12233.41,4,6,812,1,BF,1,1,12,835.99,1,0
14,6,AB,0.37,CB,70,1212,10481.65,9594.52,18983.05,17,3,428,1,BF,0,1,8,835.99,1,1
21,6,AA,0.3,CE,60,1181,197.99,5690.06,1142.18,17,10,481,1,BE,0,1,11,835.99,0,0
18,6,AA,0.71,CG,32,1198,12.4,2996.42,13718.39,12,2,594,1,BA,1,0,27,835.99,0,0
5,6,AD,0.4,CD,42,1206,2115.27,2275.72,4932.83,5,2,769,0,BE,1,1,32,835.99,0,0
18,7,AB,0.84,CD,79,1165,6971.97,1208.63,20879.01,6,0,341,0,BE,1,1,20,835.99,0,0
24,5,AB,0.53,CE,18,1230,234.21,2678.56,21862.13,14,0,745,0,BE,1,1,17,835.99,0,0
0,7,AB,0.43,CB,42,1214,2852.6,2361.99,9222.81,9,6,581,1,BA,1,1,6,835.99,0,0
29,3,AB,0.75,CC,33,1204,263.27,434.92,8791.92,12,5,343,1,BE,1,1,5,835.99,0,0
0,4,AD,0.81,CB,51,1254,15964.13,1498.09,28559.3,9,6,471,0,BA,1,1,16,835.99,0,0
24,2,AD,0.33,CD,25,1191,6758.35,1551.43,13196.55,3,2,757,1,BA,1,1,35,835.99,2,1
22,5,AC,0.42,CD,46,1211,2246.99,795.32,6868.01,8,9,356,0,BF,1,1,25,835.99,0,0
0,6,AA,0.73,CF,60,1170,662.58,9748.75,8079.28,19,14,811,0,BC,1,1,27,835.99,0,1
25,2,AB,0.53,CE,64,1189,2125.34,1279.09,7986.12,1,11,563,1,BA,0,1,2,835.99,1,1
9,5,AE,0.44,CA,61,1177,658.61,5078.54,31996.98,13,14,762,0,BE,1,1,21,835.99,0,1
10,7,AD,0.18,CD,37,1163,702.6,3197.81,2940.4,14,5,751,1,BC,0,0,7,835.99,0,0
6,0,AB,0.13,CD,43,1156,603.32,3148.73,1027.5,7,3,534,0,BD,0,1,26,835.99,0,0
16,0,AD,0.43,CG,79,1230,463.28,8774.96,3498.13,4,11,562,0,BE,1,1,23,835.99,0,0
13,4,AA,0.17,CG,82,1241,2320.44,23651.67,10796.71,6,14,794,0,BB,1,1,13,835.99,0,1
14,1,AA,0.2,CE,70,1183,690.88,14389.71,16337.3,1,14,577,1,BB,1,1,23,835.99,0,1
11,4,AA,0.26,CG,66,1192,418.01,3726.95,1043.01,13,4,313,0,BD,1,1,7,835.99,0,0
21,7,AA,0.9,CC,47,1212,9504.54,486.11,9039.97,12,4,435,0,BF,0,1,8,835.99,0,0
8,2,AD,0.19,CA,81,1185,6734.09,6591.1,6874.98,10,7,584,1,BD,0,0,12,835.99,0,0
5,2,AB,0.84,CA,57,1206,616.13,25439.6,9545.75,18,11,346,1,BC,1,1,2,835.99,0,0
28,7,AA,0.82,CE,64,1221,738.09,2458.86,5803.03,4,14,333,0,BA,1,1,34,835.99,0,0
28,4,AD,0.45,CD,61,1220,9532.94,3103.22,2825.23,13,10,672,0,BC,1,1,0,835.99,0,0
24,0,AB,0.42,CG,64,1168,16143.42,10451.19,12596.89,0,2,485,1,BB,1,1,28,835.99,0,0
2,2,AD,0.7,CA,78,1165,2070.87,2777.98,3946.23,10,10,579,1,BF,1,1,16,835.99,0,0
7,1,AC,0.87,CD,60,1196,4199.88,4385.86,3263.55,16,7,538,0,BC,1,1,29,835.99,0,0
10,0,AE,0.55,CE,47,1191,179.52,9713.4,1464.39,8,2,643,1,BE,0,1,21,835.99,0,0
29,6,AE,0.56,CA,61,1195,6489.14,882.2,7240.53,16,1,691,1,BC,1,1,24,835.99,0,0
26,4,AC,0.58,CC,53,1230,262.91,1462.82,7114.15,4,6,369,0,BB,1,1,2,835.99,0,0
24,1,AE,0.24,CA,79,1206,7715.36,3113.31,4451.93,1,13,554,0,BD,1,1,25,835.99,0,0
12,5,AC,0.48,CE,79,1245,1781.03,3710.99,337.27,6,1,582,1,BD,0,1,0,835.99,0,0
19,3,AE,0.13,CB,80,1171,1750.06,2599.75,351.01,16,8,417,1,BD,1,1,25,835.99,0,0
18,4,AC,0.17,CB,48,1229,1353.43,871.13,1707.22,18,11,711,1,BE,1,1,11,835.99,0,0
21,5,AD,0.43,CC,84,1215,7640.36,4125.51,3329.04,10,6,446,0,BE,1,1,4,835.99,0,1
28,7,AD,0.25,CD,58,1205,5928.42,2085.85,3553.91,14,5,613,0,BC,0,1,27,835.99,0,0
12,6,AC,0.85,CD,29,1197,10616.2,8932.82,7546.87,1,11,707,1,BA,1,1,19,835.99,0,0
18,0,AE,0.1,CC,23,1225,274.05,1096.19,99.61,14,0,457,1,BE,0,1,26,835.99,0,0
27,0,AC,0.35,CG,59,1193,1375.28,1589.64,6498.55,17,5,334,0,BD,1,0,29,835.99,0,0
22,5,AD,0.51,CB,60,1184,1055.78,2915.52,773.29,11,7,636,1,BC,0,1,22,835.99,0,0
27,0,AE,0.85,CF,75,1196,1122.78,11187.01,1373.81,11,0,385,1,BC,0,1,19,835.99,0,0
20,7,AC,0.47,CE,79,1170,1693.46,2305.75,4341.12,2,7,837,0,BE,1,1,14,835.99,0,0
25,1,AD,0.68,CE,56,1193,7567.53,3410.85,7902.17,2,4,543,1,BD,1,1,8,835.99,0,0
11,2,AC,0.31,CC,78,1242,931.3,114.18,23341.79,12,4,360,1,BB,1,1,19,835.99,0,0
29,2,AB,0.19,CF,79,1184,61.07,863.67,2902.75,17,9,484,0,BD,0,1,24,835.99,0,0
25,2,AE,0.18,CC,59,1244,483.14,11271.76,1446.73,16,5,791,1,BA,1,1,31,835.99,0,0
17,2,AB,0.7,CG,51,1228,210.85,904.76,6185.26,19,12,632,1,BC,1,0,29,835.99,0,0
15,4,AB,0.17,CA,78,1183,359.41,424.31,5293.37,3,9,469,1,BE,0,1,35,835.99,0,0
24,6,AD,0.77,CB,56,1243,48.68,1712.94,3335.09,14,10,638,0,BB,0,0,26,835.99,0,0
9,1,AD,0.41,CF,19,1178,445.81,605.19,2968.23,13,11,587,1,BC,1,1,22,835.99,0,0
15,2,AC,0.29,CE,25,1175,1907.77,3080.21,2509.27,4,5,755,0,BF,1,1,7,835.99,0,0
10,5,AC,0.13,CE,80,1127,3487.48,14323.46,11705.54,18,14,301,1,BA,1,1,33,835.99,0,0
12,4,AB,0.8,CD,41,1220,5100.99,25281.49,227.33,12,5,597,1,BF,1,1,2,835.99,0,0
2,2,AE,0.38,CD,55,1172,595.99,6260.09,23668.62,15,5,652,0,BC,1,0,17,835.99,0,0
27,1,AB,0.74,CA,19,1181,1003.91,776.33,1870.1,18,6,417,1,BD,1,1,1,835.99,0,0
6,7,AE,0.52,CA,59,1206,891.09,4118.61,8256.51,4,2,775,1,BC,1,1,20,835.99,0,0
29,4,AE,0.79,CD,32,1202,464.07,356.42,3311.33,8,3,724,0,BD,1,1,12,835.99,0,0
1,2,AD,0.38,CG,34,1194,3059.18,5364.19,70.25,11,4,383,1,BF,0,0,33,835.99,0,0
9,7,AE,0.2,CG,20,1206,1021.67,11832.34,11464.62,0,8,730,1,BF,1,1,11,835.99,0,0
9,0,AC,0.47,CF,69,1226,1134.86,1309.15,9619.08,14,13,624,0,BC,1,1,11,835.99,0,0
22,1,AA,0.19,CF,21,1144,3364.75,16883.96,11069.98,1,12,745,1,BD,1,1,12,835.99,0,0
22,6,AD,0.3,CE,31,1218,3364.93,5832.13,22346.66,2,13,566,0,BF,1,1,25,835.99,0,1
24,0,AE,0.33,CF,67,1185,5509.69,3234.96,13036.15,1,7,483,0,BA,1,1,12,835.99,0,0
6,2,AD,0.9,CB,79,1177,537.52,8574.09,18329.43,17,9,811,1,BE,0,1,20,835.99,0,0
29,2,AE,0.63,CE,46,1180,1452.67,5158.21,1720.51,18,14,364,0,BE,1,1,33,835.99,0,0
13,5,AA,0.4,CA,37,1175,12144.13,4031.94,11910.67,11,11,605,0,BA,1,1,31,835.99,1,1
2,0,AB,0.48,CF,57,1195,2766.79,2626.91,1824.61,19,0,637,1,BA,0,1,27,835.99,0,0
4,7,AE,0.76,CF,43,1220,1450.1,1781.21,5868.56,15,1,603,1,BF,1,0,26,835.99,0,0
