student_id,career_label,cgpa,tenth_percentage,twelfth_percentage,aptitude_quant,aptitude_logical,aptitude_verbal,aptitude_technical,aptitude_total,num_projects,project_complexity,num_certifications,cert_relevance,interest_match,domain_match,skill_python,skill_java,skill_c,skill_cpp,skill_javascript,skill_typescript,skill_html,skill_css,skill_react,skill_nextjs,skill_nodejs,skill_fastapi,skill_restapi,skill_sql,skill_mysql,skill_postgresql,skill_mongodb,skill_pandas,skill_numpy,skill_statistics,skill_powerbi,skill_tableau,skill_sklearn,skill_tensorflow,skill_pytorch,skill_machine_learning,skill_deep_learning,skill_aws,skill_gcp,skill_azure,skill_docker,skill_kubernetes,skill_git,skill_linux,skill_dsa
3059,Frontend Developer,7.45,82.3,85.8,83.0,66.6,67.9,62.2,69.9,3,3,0,0,1,1,0,0,0,0,2,3,2,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3060,Frontend Developer,7.7,77.0,72.6,65.9,74.5,82.9,68.8,73.0,2,2,2,1,0,1,0,0,0,0,0,3,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
3061,Frontend Developer,6.84,82.0,79.9,78.5,70.3,74.6,67.7,72.8,3,2,3,1,1,1,0,0,0,0,2,3,2,1,2,0,0,0,2,2,1,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0
3062,Frontend Developer,7.89,74.1,76.9,72.9,81.2,73.6,84.5,78.1,2,3,1,0,1,1,0,0,0,0,3,3,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0
3063,Frontend Developer,7.16,76.2,72.2,94.3,74.8,57.0,68.1,73.5,2,3,2,1,1,1,0,0,0,0,3,2,3,1,2,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0
3064,Frontend Developer,8.1,89.5,73.0,68.9,71.2,86.9,53.9,70.2,4,3,2,0,1,1,0,0,0,1,3,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0
3065,Frontend Developer,7.54,76.0,88.3,75.3,33.8,47.7,71.3,57.0,2,2,2,1,0,1,2,0,0,0,3,3,3,1,2,3,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,2,0,0,0
3066,Frontend Developer,7.16,90.4,72.2,76.8,80.3,51.3,100.0,77.4,3,2,2,0,0,1,1,0,0,1,3,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3067,Frontend Developer,8.04,69.0,76.6,70.1,71.2,69.7,72.5,70.9,0,2,2,0,1,1,0,1,0,0,1,2,2,1,1,3,1,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,3,2,2
3068,Frontend Developer,7.6,82.3,69.9,61.5,89.6,58.5,87.7,74.3,1,3,2,1,0,1,0,0,0,0,2,2,2,2,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
3069,Frontend Developer,6.4,82.0,76.4,57.6,64.2,84.5,79.0,71.3,2,2,0,0,1,1,0,2,0,0,3,2,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,2,0,0,0,2,0,0
3070,Frontend Developer,8.09,77.6,80.8,77.8,72.4,81.1,78.1,77.3,2,2,2,1,1,0,0,0,0,2,3,3,0,3,2,2,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0
3071,Frontend Developer,7.01,73.1,89.2,85.2,92.2,63.9,91.5,83.2,2,2,1,1,0,1,0,0,0,0,3,3,3,1,2,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
3072,Frontend Developer,6.45,84.8,90.5,85.3,58.6,82.4,76.7,75.8,1,3,0,0,1,0,0,0,0,0,3,0,3,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3073,Frontend Developer,7.39,85.7,66.8,56.7,78.7,67.5,75.9,69.7,2,1,1,1,1,1,0,2,0,0,3,1,2,2,3,3,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
3074,Frontend Developer,7.47,57.2,77.3,73.9,82.0,66.1,86.1,77.0,4,2,1,1,1,1,0,0,0,0,3,2,3,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3075,Frontend Developer,6.79,78.2,87.8,60.3,82.0,67.0,77.8,71.8,2,1,3,1,0,1,0,2,0,0,2,3,3,2,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0
3076,Frontend Developer,7.48,76.8,76.4,96.3,67.9,68.3,70.5,75.8,3,2,0,0,1,1,0,0,0,0,3,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0
3077,Frontend Developer,7.95,77.2,90.2,62.4,63.0,69.6,78.9,68.5,2,2,0,0,1,1,0,0,0,0,2,3,3,2,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3078,Frontend Developer,6.79,82.8,83.1,61.0,67.2,84.5,64.1,69.2,2,2,2,1,0,0,0,0,1,0,2,0,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0
3079,Frontend Developer,7.75,72.4,82.7,79.6,87.9,48.2,82.9,74.7,3,2,3,1,1,1,0,2,0,0,3,0,1,1,2,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3080,Frontend Developer,7.41,80.3,81.9,79.6,56.8,52.3,66.9,63.9,2,2,0,0,1,1,2,0,0,0,3,3,2,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0
3081,Frontend Developer,7.47,86.3,72.1,79.3,53.5,41.6,95.4,67.5,2,1,2,1,1,1,0,1,0,0,2,0,3,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3082,Frontend Developer,6.15,83.8,70.1,71.6,52.0,62.5,74.7,65.2,2,1,3,1,1,1,0,1,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0
3083,Frontend Developer,7.95,87.2,75.5,69.7,63.8,75.8,47.3,64.2,3,2,1,1,1,1,0,0,0,0,3,2,3,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
3084,Frontend Developer,6.95,80.3,69.0,70.7,76.8,69.9,98.4,79.0,1,2,2,1,1,1,0,1,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0
3085,Frontend Developer,6.76,73.5,63.2,83.0,51.4,63.0,81.7,69.8,3,2,2,0,1,1,0,0,2,0,0,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3086,Frontend Developer,8.04,80.5,78.6,58.3,79.4,68.1,88.5,73.6,2,2,3,0,1,1,0,1,0,0,2,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1
3087,Frontend Developer,6.69,87.5,64.8,76.7,79.9,79.3,56.0,73.0,3,1,1,0,1,1,0,0,0,0,3,0,3,3,1,3,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3088,Frontend Developer,7.96,74.9,85.8,74.7,68.1,67.1,56.1,66.5,2,3,3,0,1,1,1,0,0,0,1,2,2,0,3,2,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,1,0,2,0,2,0,0
3089,Frontend Developer,7.76,81.1,65.9,87.4,74.0,71.9,89.9,80.8,3,2,1,1,1,1,0,1,0,0,3,2,2,2,3,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3090,Frontend Developer,7.04,69.1,77.6,78.6,55.0,46.2,91.9,67.9,1,1,0,0,1,1,0,2,0,0,1,3,3,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
3091,Frontend Developer,7.35,78.3,76.9,81.6,66.5,68.0,77.9,73.5,2,2,1,0,0,1,0,1,0,0,1,3,3,1,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,3,1,0
3092,Frontend Developer,7.69,74.3,82.3,52.0,65.2,61.7,67.5,61.6,2,3,2,1,1,1,0,0,0,0,2,2,0,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3093,Frontend Developer,8.41,73.7,72.0,66.2,77.0,46.3,79.5,67.2,1,2,2,1,0,1,0,2,0,0,3,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0
3094,Frontend Developer,7.95,92.3,64.3,65.7,74.3,84.4,73.0,74.3,3,2,2,0,1,1,0,1,0,0,2,0,3,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3095,Frontend Developer,8.58,78.1,77.9,93.5,95.3,67.7,85.8,85.6,3,1,2,1,0,1,0,1,1,0,3,3,3,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3096,Frontend Developer,7.55,73.3,93.9,88.7,71.4,55.7,83.3,74.8,2,2,2,1,1,0,0,0,2,0,3,3,3,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
3097,Frontend Developer,7.01,81.4,83.0,67.2,80.9,58.1,79.9,71.5,2,2,2,0,1,1,0,0,0,0,1,3,3,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,2,1
3098,Frontend Developer,6.4,74.2,77.3,84.7,87.2,69.7,70.3,78.0,2,2,3,1,1,1,0,0,0,0,3,3,3,1,2,3,0,0,0,0,0,2,1,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0
3099,Frontend Developer,8.68,67.4,86.0,83.1,90.2,100.0,72.0,87.2,2,2,0,0,1,1,0,0,2,0,2,3,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,3,0,0
3100,Frontend Developer,8.5,84.9,73.9,62.8,75.5,93.6,66.9,74.7,0,2,1,1,0,0,0,0,0,0,3,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1
3101,Frontend Developer,8.15,82.1,77.2,89.5,71.7,100.0,82.7,87.1,2,2,0,0,1,1,2,0,0,2,3,3,2,2,1,2,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
3102,Frontend Developer,6.73,81.0,83.2,77.5,66.5,89.1,68.1,75.3,2,2,0,0,1,1,0,0,0,0,3,3,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3103,Frontend Developer,9.07,86.4,80.0,69.6,76.9,67.3,78.3,73.0,3,3,3,0,0,1,0,0,0,1,3,3,1,3,1,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Frontend Developer,6.59,76.4,78.0,58.7,80.8,58.7,71.5,67.4,3,2,2,1,1,0,0,0,0,0,3,0,3,3,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,3,0,1
3105,Frontend Developer,7.5,74.5,95.1,63.7,74.5,89.5,77.1,76.2,1,2,1,1,1,1,0,1,0,0,3,3,3,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3106,Frontend Developer,7.55,87.4,65.8,63.5,70.4,49.7,74.4,64.5,2,2,2,1,1,1,0,1,1,0,1,2,3,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1
3107,Frontend Developer,7.39,82.5,90.7,80.3,67.4,64.1,93.1,76.2,1,2,2,1,1,1,0,2,1,0,3,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3108,Frontend Developer,7.71,64.8,84.4,80.8,69.6,67.7,71.8,72.5,4,3,2,1,1,1,0,0,0,0,2,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3109,Frontend Developer,8.51,85.9,81.0,61.9,82.3,53.3,71.1,67.2,2,1,1,1,1,1,0,0,0,1,1,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3110,Frontend Developer,7.71,78.4,78.4,79.6,79.4,63.9,98.1,80.2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0
3111,Frontend Developer,7.82,84.1,92.6,52.4,58.3,50.2,69.5,57.6,1,2,1,1,1,1,0,0,0,2,3,3,2,2,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0
3112,Frontend Developer,7.39,69.2,56.5,73.7,88.4,76.2,90.5,82.2,2,2,1,0,1,1,0,0,0,0,3,3,3,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2
3113,Frontend Developer,6.57,86.7,67.8,87.8,81.0,70.7,58.9,74.6,2,2,0,0,1,1,0,2,0,0,3,2,3,3,3,2,2,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0
3114,Frontend Developer,7.49,76.6,85.7,83.1,90.6,83.4,77.6,83.7,3,2,1,1,0,1,0,0,0,0,3,3,2,2,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3115,Frontend Developer,7.85,61.9,66.4,73.5,82.9,56.9,61.4,68.7,1,2,0,0,1,1,0,0,2,2,2,3,2,3,1,3,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0
3116,Frontend Developer,7.37,74.9,68.7,64.0,64.1,59.4,67.1,63.6,1,2,2,1,0,1,0,0,0,0,3,1,2,3,3,2,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,1,0,0,0,1,0,3,0,0
3117,Frontend Developer,8.1,77.1,78.2,73.2,81.3,60.8,79.5,73.7,3,2,1,1,1,1,0,0,0,2,2,0,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0
3118,Frontend Developer,7.73,68.1,75.2,65.0,79.0,90.0,77.4,77.8,2,3,0,0,0,1,0,0,0,0,3,3,3,3,3,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
3119,Frontend Developer,6.49,76.9,91.9,72.5,58.8,65.6,80.1,69.2,2,1,1,1,1,1,0,0,0,0,1,2,2,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,Frontend Developer,6.78,73.5,71.9,66.0,61.4,57.5,70.3,63.8,2,2,2,0,1,1,0,0,0,0,3,2,0,1,3,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0
3121,Frontend Developer,6.65,79.6,83.7,53.8,94.9,52.7,60.2,65.4,2,1,0,0,1,1,0,2,0,0,3,3,3,3,3,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,1
3122,Frontend Developer,8.54,69.6,95.8,61.7,84.5,51.0,91.2,72.1,2,1,1,1,1,1,0,0,0,1,1,0,2,2,0,3,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0
3123,Frontend Developer,8.18,82.0,92.8,72.5,47.4,73.8,83.9,69.4,1,3,1,0,1,0,0,0,0,0,2,2,3,2,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
3124,Frontend Developer,9.01,100.0,87.1,79.1,68.7,62.4,78.8,72.2,2,2,2,0,0,1,0,0,1,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
3125,Frontend Developer,7.51,76.6,90.4,71.0,60.2,51.5,72.9,63.9,3,1,1,1,1,1,1,0,0,0,2,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0
3126,Frontend Developer,6.99,68.4,75.9,88.5,61.9,82.6,68.7,75.4,3,2,2,0,1,1,0,0,0,1,2,2,2,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0
3127,Frontend Developer,7.93,84.6,54.2,67.9,89.2,88.0,71.9,79.2,4,3,0,0,0,0,0,0,0,0,2,2,3,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0
3128,Frontend Developer,7.71,82.3,81.8,72.5,69.8,57.2,78.6,69.5,2,2,3,0,1,0,1,0,0,0,3,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3129,Frontend Developer,7.98,72.8,77.3,74.2,95.8,51.8,72.2,73.5,1,1,0,0,0,1,0,0,2,0,2,3,2,3,2,3,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0
3130,Frontend Developer,8.14,97.2,81.6,77.4,75.3,63.8,55.5,68.0,4,2,1,1,1,1,0,0,0,1,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,2,0
3131,Frontend Developer,7.27,87.4,87.2,61.3,70.9,56.1,87.4,68.9,4,1,1,1,1,1,0,0,1,0,1,0,2,3,3,3,0,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
3132,Frontend Developer,9.24,82.3,69.0,63.4,87.1,55.0,82.6,72.0,1,2,2,1,1,1,0,0,2,2,3,3,2,2,3,3,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,3,0,0
3133,Frontend Developer,7.17,76.8,75.5,64.5,76.8,65.2,85.6,73.0,3,2,1,1,1,1,0,0,0,0,3,2,3,2,2,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0
3134,Frontend Developer,8.14,67.1,82.0,69.2,73.4,51.1,60.7,63.6,3,2,2,1,0,1,2,1,0,0,2,2,2,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3135,Frontend Developer,7.22,82.2,83.2,59.5,58.5,46.3,79.1,60.9,2,1,1,1,1,0,0,0,1,0,2,1,1,3,3,2,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0
3136,Frontend Developer,8.0,83.1,83.9,76.9,76.5,88.6,65.4,76.8,1,3,1,1,1,1,0,0,0,0,2,1,2,3,2,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3137,Frontend Developer,7.69,83.7,65.2,55.7,84.1,85.3,56.8,70.5,4,2,2,1,1,1,0,1,0,0,2,0,2,3,3,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0
3138,Frontend Developer,6.71,75.1,92.2,88.8,83.2,64.0,71.9,77.0,2,2,3,1,1,1,0,0,0,2,2,2,1,3,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0
3139,Frontend Developer,7.04,74.5,79.6,79.9,79.8,57.0,58.2,68.7,2,1,1,1,1,1,1,0,0,1,2,3,3,2,3,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0
3140,Frontend Developer,7.32,80.9,83.1,73.6,69.1,94.4,62.7,75.0,3,1,2,1,1,1,0,1,0,1,2,2,0,2,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
3141,Frontend Developer,7.55,91.5,79.9,98.5,88.4,82.8,83.2,88.2,2,1,0,0,1,1,0,0,1,0,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0
3142,Frontend Developer,8.37,62.8,75.5,71.7,88.4,84.6,72.2,79.2,2,2,0,0,1,0,0,2,0,1,2,3,3,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0
3143,Frontend Developer,7.8,75.9,80.5,82.4,85.1,90.1,87.4,86.2,3,1,0,0,0,1,0,0,0,1,2,3,3,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3144,Frontend Developer,6.88,67.2,91.0,60.5,72.4,68.0,77.9,69.7,4,3,0,0,1,0,0,0,0,0,1,2,3,2,2,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
3145,Frontend Developer,7.9,81.6,68.4,64.2,79.0,88.3,81.9,78.3,3,1,3,1,0,0,0,0,0,0,1,3,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,Frontend Developer,7.38,73.3,73.9,82.4,82.8,85.3,93.9,86.1,4,3,2,1,1,1,0,0,0,1,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
3147,Frontend Developer,9.16,77.4,86.5,75.1,82.0,72.9,95.4,81.3,2,2,1,1,1,1,0,0,0,1,2,3,2,2,1,3,2,1,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1
3148,Frontend Developer,7.86,93.2,72.3,63.7,70.1,59.5,47.3,60.2,2,2,0,0,1,1,0,0,0,0,2,2,1,3,3,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3149,Frontend Developer,7.24,80.1,58.9,92.1,70.3,77.5,76.2,79.0,2,1,0,0,0,0,0,0,0,1,3,2,3,3,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
3150,Frontend Developer,7.33,81.0,67.3,81.1,62.0,49.9,86.4,69.8,2,2,0,0,0,1,0,0,2,0,3,3,1,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
3151,Frontend Developer,7.14,87.3,80.7,76.2,70.1,68.8,70.1,71.3,2,3,1,0,1,1,1,0,2,0,3,2,2,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3152,Frontend Developer,7.66,70.4,73.6,75.3,71.1,100.0,89.9,84.2,3,3,0,0,1,1,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3153,Frontend Developer,6.59,91.9,73.7,78.7,77.0,51.6,90.4,74.4,2,2,2,1,1,0,1,0,1,0,3,2,3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,2,0,2
3154,Frontend Developer,6.22,86.7,84.6,67.2,67.3,37.2,62.8,58.6,2,2,2,1,1,1,0,0,0,1,2,1,3,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3155,Frontend Developer,7.58,73.3,80.7,84.9,80.4,60.0,63.5,72.2,3,3,2,0,1,0,0,0,0,0,1,2,3,3,1,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1
3156,Frontend Developer,7.98,87.8,67.8,77.6,74.2,56.7,65.8,68.6,3,2,1,0,1,1,0,0,0,2,3,2,3,2,2,1,0,1,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
3157,Frontend Developer,8.75,82.5,66.8,84.5,89.5,74.9,72.3,80.3,3,1,3,1,1,1,0,0,0,0,1,0,2,1,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0
3158,Frontend Developer,7.76,83.9,73.4,54.0,60.5,67.3,73.7,63.9,4,2,1,1,1,1,0,0,0,1,3,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3159,Frontend Developer,7.24,78.8,76.8,64.6,86.8,66.5,63.0,70.2,4,1,1,0,1,0,0,1,0,0,2,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
3160,Frontend Developer,7.72,72.4,91.9,59.8,50.9,69.2,66.2,61.5,1,3,3,1,0,1,0,2,0,0,3,1,3,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
3161,Frontend Developer,5.81,67.2,82.2,77.1,84.0,52.0,62.7,69.0,2,1,1,1,0,1,0,0,0,0,2,2,3,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
3162,Frontend Developer,7.73,89.9,59.2,65.3,82.0,70.9,77.0,73.8,2,2,1,0,1,1,0,0,0,1,3,3,3,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
3163,Frontend Developer,8.32,87.2,87.2,69.1,56.6,60.4,77.9,66.0,3,3,1,1,1,1,0,0,0,0,3,3,3,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
3164,Frontend Developer,7.4,81.4,58.7,88.5,78.0,50.3,59.0,69.0,1,3,1,0,0,1,2,2,0,0,1,0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
3165,Frontend Developer,8.4,87.3,73.5,61.0,73.7,70.9,94.3,75.0,2,3,1,1,0,1,0,0,1,1,3,3,3,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1
3166,Frontend Developer,6.87,85.4,79.2,93.9,71.1,61.2,76.4,75.7,3,2,1,0,1,1,0,2,0,1,1,3,3,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
3167,Frontend Developer,8.15,73.8,88.7,79.1,77.6,91.1,79.0,81.7,2,1,1,0,1,1,0,0,0,0,2,1,2,2,3,3,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1
